Clay Paky,GS1200,Standard,Clay Paky_GS1200_Standard,10,00000000,Clay Paky,Golden Spot 1200,GoldSpot1200#8_NoRain_CL_G16,Clay Paky GS1200
Clay Paky,GS2,,Clay Paky_GS2,6,00000000,Clay Paky,Golden Scan 2 HMI 1200W,GoldenScan2#,Clay Paky GS2
Clay Paky,GS3,6ch,Clay Paky_GS3_6ch,6,00000000,Clay Paky,Golden Scan 3,GoldenScan3#6ch,Clay Paky GS3
Clay Paky,GS3,8ch,Clay Paky_GS3_8ch,8,00000000,,,GoldenScan3#8ch,Clay Paky GS3-8c
Clay Paky,GS4,12ch,Clay Paky_GS4_12ch,12,00000000,,,GoldenScan4#8b,Clay Paky GS4_12ch
Clay Paky,HPE,,Clay Paky_HPE,12,00000000,Clay Paky,Golden Scan HPE,GoldenScanHPE#,Clay Paky HPE
Clay Paky,MiniHP3,,Clay Paky_MiniHP3,12,00000000,,,MiniScanHP3#8b,clay paky minihp3
Clay Paky,MiniHPE,,Clay Paky_MiniHPE,7,00000000,,,MiniScanHPE#,Clay Paky MiniHPE
Clay Paky,MiniScan,,Clay Paky_MiniScan,4,00000000,,,MiniScan#,Clay Paky Miniscan
Clay Paky,Pinscan,,Clay Paky_Pinscan,3,00000000,,,PinScan#,Clay Paky Pinscan
Clay Paky,Point,,Clay Paky_Point,2,00000000,,,,
Clay Paky,PointIN,,Clay Paky_PointIN,2,00000000,,,,
Clay Paky,ProfPlus,,Clay Paky_ProfPlus,33,00000000,,,SPPlusSVE#16_Lon_G16_Ron_CMY,Clay Paky ProfPlus
Clay Paky,RainSpot575,FuC Off,Clay Paky_RainSpot575_FuC Off,9,00000000,,,RainSpot575#,clay paky rainspot575off
Clay Paky,RainSpot575,FuC On,Clay Paky_RainSpot575_FuC On,9,00000000,,,RainSpot575#,clay paky rainspot575on
Clay Paky,RGB,LTP,Clay Paky_RGB_LTP,3,00000000,,,,
Clay Paky,RGBW,LTP,Clay Paky_RGBW_LTP,4,00000000,,,,
Clay Paky,ShadowQS-LT,4ch,Clay Paky_ShadowQS-LT_4ch,4,00000000,,,,
Clay Paky,ShadowQS-ST,4ch,Clay Paky_ShadowQS-ST_4ch,4,00000000,,,,
Clay Paky,Sharpy,Standard,Clay Paky_Sharpy_Standard,16,00000000,,,Sharpy#_ST_ON,Clay Paky Sharpy_Standard
Clay Paky,Sharpy,Vector,Clay Paky_Sharpy_Vector,20,00000000,,,Sharpy#_V_On,Clay Paky Sharpy_Vector
Clay Paky,SharpyWash330,19ch,Clay Paky_SharpyWash330_19ch,19,00000000,,,,
Clay Paky,SharpyWash330,22ch,Clay Paky_SharpyWash330_22ch,22,00000000,,,,
Clay Paky,Shotlight,Ind,Clay Paky_Shotlight_Ind,31,00000000,,,,Clay Paky Shotlight_Ind
Clay Paky,Shotlight,Sync,Clay Paky_Shotlight_Sync,28,00000000,,,,
Clay Paky,Silverado,4ch,Clay Paky_Silverado_4ch,4,00000000,,,,
Clay Paky,SL300,hi,Clay Paky_SL300_hi,10,00000000,Clay Paky,Stage Light 300,StageLt300#16_2,Clay Paky SL300hi
Clay Paky,SL300,lo,Clay Paky_SL300_lo,8,00000000,Clay Paky,Stage Light 300,StageLt300#8_2,Clay Paky SL300
Clay Paky,SScanZoom,16bit,Clay Paky_SScanZoom_16bit,16,00000000,,,StageZm1200#16_C1_G2_CMY,Clay Paky SScanZoomhi
Clay Paky,SScanZoom,Standard,Clay Paky_SScanZoom_Standard,12,00000000,,,StageZm1200#8_C1_G2_CMY,Clay Paky SScanZoom
Clay Paky,StageProfPlus,33ch,Clay Paky_StageProfPlus_33ch,33,00000000,,,,Clay Paky StageProfPlus
Clay Paky,StgCol1000,16bit,Clay Paky_StgCol1000_16bit,11,00000000,,,StageCol1000#16,Clay Paky StgCol1000hi
Clay Paky,StgCol1000,Standard,Clay Paky_StgCol1000_Standard,9,00000000,Clay Paky,Stage Color 1000,StageCol1000#8,Clay Paky StgCol1000
Clay Paky,StgCol1200,16bit,Clay Paky_StgCol1200_16bit,14,00000000,Clay Paky,Stage Color 1200,StageCol1200#16_CMY,Clay Paky StgCol1200hi
Clay Paky,StgCol1200,Standard,Clay Paky_StgCol1200_Standard,12,00000000,Clay Paky,Stage Color 1200,StageCol1200#8_CMY,Clay Paky StgCol1200
Clay Paky,StgCol300,16bit,Clay Paky_StgCol300_16bit,10,00000000,,,StageCol300#16,Clay Paky StgCol300hi
Clay Paky,StgCol300,Standard,Clay Paky_StgCol300_Standard,8,00000000,,,StageCol300#8,Clay Paky StgCol300
Clay Paky,StgCol575,16bit,Clay Paky_StgCol575_16bit,14,00000000,,,StageCol575#16_CMY,Clay Paky StgCol575hi
Clay Paky,StgCol575,Standard,Clay Paky_StgCol575_Standard,12,00000000,,,StageCol575#8_CMY,Clay Paky StgCol575
Clay Paky,StgProf,16bit,Clay Paky_StgProf_16bit,19,00000000,,,SP1200SVE#16_Loff_CL,Clay Paky StgProf
Clay Paky,StgScan,16ch,Clay Paky_StgScan_16ch,16,00000000,Clay Paky,Stage Scan,,Clay Paky StgScan16c
Clay Paky,StgScan,17ch,Clay Paky_StgScan_17ch,17,00000000,Clay Paky,Stage Scan,StageScan#roll,Clay Paky StgScan17c
Clay Paky,SupScan,MRG,Clay Paky_SupScan_MRG,12,00000000,,,,Clay Paky SupScanMRG
Clay Paky,SupScan,Norm,Clay Paky_SupScan_Norm,12,00000000,,,SuperScan#,Clay Paky SupScan
Clay Paky,TigScan,,Clay Paky_TigScan,6,00000000,,,TigerScan575#,Clay Paky TigScan
Clay Paky,Tornado,,Clay Paky_Tornado,8,00000000,,,,Clay Paky Tornado
Clay Paky,Zoom1200,16bit,Clay Paky_Zoom1200_16bit,19,00000000,Clay Paky,Stage Zoom 1200,StageZm1200#16_Coff_Goff_CMY,Clay Paky Zoom1200hi
Clay Paky,Zoom1200,Standard,Clay Paky_Zoom1200_Standard,16,00000000,Clay Paky,Stage Zoom 1200,,Clay Paky Zoom1200
Clay Paky,Zoom1200,SV,Clay Paky_Zoom1200_SV,20,00000000,Clay Paky,Stage Zoom 1200,,Clay Paky Zoom1200SV
CLF,LEDWash,11ch,CLF_LEDWash_11ch,11,00000000,,,,
CLF,LEDWash,3ch,CLF_LEDWash_3ch,3,00000000,,,,
CLF,LEDWash,5ch,CLF_LEDWash_5ch,5,00000000,,,,
CLF,LEDWash,6ch,CLF_LEDWash_6ch,6,00000000,,,,
CLF,LEDWash,HSV,CLF_LEDWash_HSV,3,00000000,,,,
CLF,LEDWash,RGBD,CLF_LEDWash_RGBD,4,00000000,,,,
CLF,LEDWash,RGBW,CLF_LEDWash_RGBW,4,00000000,,,,
CLS,Atmosphere,Dual,CLS_Atmosphere_Dual,7,00000000,,,,cls atmosphere2
CLS,Atmosphere,Individual,CLS_Atmosphere_Individual,13,00000000,,,,cls atmosphere4
CLS,Atmosphere,Single,CLS_Atmosphere_Single,4,00000000,,,,cls atmosphere1
CLS,Colcove,,CLS_Colcove,6,00000000,,,,CLS Colourcove
CLS,ColourCove,,CLS_ColourCove,3,00000000,,,,CLS RGB_COLOURCOVE
CLS,Dennis WallWash,8ch,CLS_Dennis WallWash_8ch,8,00000000,,,,
CLS,Led PAR64,5Chan,CLS_Led PAR64_5Chan,5,00000000,,,,
CLS,LEDBall,,CLS_LEDBall,4,00000000,,,,CLS ledbol
CLS,Mirror,,CLS_Mirror,3,00000000,,,,cls mirror
CLS,MirrorPanel,24ch,CLS_MirrorPanel_24ch,24,00000000,,,,
CLS,MirrorPanel,72ch,CLS_MirrorPanel_72ch,72,00000000,,,,
CLS,PiXelbar36,S10,CLS_PiXelbar36_S10,3,00000000,,,,
CLS,PiXelbar36,S11,CLS_PiXelbar36_S11,36,00000000,,,,
CLS,PiXelbar36,S30,CLS_PiXelbar36_S30,3,00000000,,,,
CLS,PiXelbar36,S31,CLS_PiXelbar36_S31,5,00000000,,,,
CLS,PiXelbar54,S30,CLS_PiXelbar54_S30,3,00000000,,,,CLS PiXelbar54_S30
CLS,PiXelbar54,S31,CLS_PiXelbar54_S31,5,00000000,,,,CLS PiXelbar54_S31
CLS,RGB,LTP,CLS_RGB_LTP,3,00000000,,,,
Cobra,LEDPar56,4ch,Cobra_LEDPar56_4ch,4,00000000,,,,
Coef,Color,,Coef_Color,5,00000000,,,,Coef Color
Coef,ColorFres,,Coef_ColorFres,3,00000000,,,,Coef ColorFres
Coef,Disco1200,,Coef_Disco1200,8,00000000,,,,Coef Disco1200
Coef,MP150,,Coef_MP150,9,00000000,,,,Coef MP150
Coef,MP250F,6ch,Coef_MP250F_6ch,6,00000000,,,,Coef MP250F6c
Coef,MP250F,8ch,Coef_MP250F_8ch,8,00000000,,,,Coef MP250F8c
Coef,MP250F,9ch,Coef_MP250F_9ch,9,00000000,,,,Coef MP250F9c
Coef,MP250Z,,Coef_MP250Z,9,00000000,,,,Coef MP250Z
Coef,MP700,Electronic,Coef_MP700_Electronic,15,00000000,,,,Coef MP700E
Coef,MP700,Magnetic,Coef_MP700_Magnetic,14,00000000,,,,Coef MP700M
Coef,MP700W,,Coef_MP700W,16,00000000,,,,Coef MP700W
Coef,P200,,Coef_P200,8,00000000,,,,Coef P200
Coef,P250,Norm,Coef_P250_Norm,6,00000000,,,,Coef P250
Coef,P250DV,DV,Coef_P250DV_DV,6,00000000,,,,Coef P250DV
Coef,P250DV,DVP,Coef_P250DV_DVP,8,00000000,,,,Coef P250DVP
Coef,P250DV,DVP+,Coef_P250DV_DVP+,9,00000000,,,,Coef P250DVP+
Coef,P250RG,RG,Coef_P250RG_RG,6,00000000,,,,Coef P250RG
Coemar,1000AL,,Coemar_1000AL,6,00000000,,,,Coemar 1000AL
Coemar,575MSR,,Coemar_575MSR,6,00000000,,,,Coemar 575MSR
Coemar,BCPro,,Coemar_BCPro,2,00000000,,,,Coemar BCPro
Coemar,Broadway,,Coemar_Broadway,5,00000000,,,,Coemar Broadway
Coemar,C4,2ch,Coemar_C4_2ch,2,00000000,,,,
Coemar,C4,4ch,Coemar_C4_4ch,4,00000000,,,,
Coemar,CF1200,,Coemar_CF1200,13,00000000,Coemar,CF 1200,CF1200SP#Cstd,Coemar CF1200
Coemar,CF1200HE,,Coemar_CF1200HE,20,00000000,Coemar,CF 1200 Hard Edge,CF1200HE#Cspec_R_spec_G_spec,Coemar CF1200HE
Coemar,CF6,,Coemar_CF6,12,00000000,,,,Coemar CF6
Coemar,CF7HE,20ch,Coemar_CF7HE_20ch,20,00000000,,,CF7HE#20_G1std_G2std_630,Coemar cf7 hex
Coemar,CF7HE,21ch,Coemar_CF7HE_21ch,21,00000000,Coemar,CF 7 Hard Edge X,CF7HE#21_G1spec_G2spec_385,Coemar CF7HE
Coemar,CF7HEX,21ch,Coemar_CF7HEX_21ch,21,00000000,Coemar,,,
Coemar,CF7WZ,13ch,Coemar_CF7WZ_13ch,13,00000000,,,,Coemar CF7WZX
Coemar,CF7WZX,,Coemar_CF7WZX,13,00000000,,,CF7WZX#spec_diff,Coemar CF7WZX
Coemar,CF7Z,,Coemar_CF7Z,13,00000000,,,CF7WZ#spec_385,Coemar CF7Z
Coemar,ColCyc250,,Coemar_ColCyc250,6,00000000,Coemar,Color Cyc 250 LX,ColourCyc250LX#,Coemar ColCyc250
Coemar,ColorBeam,,Coemar_ColorBeam,5,00000000,,,,Coemar ColorBeam
Coemar,Comet,,Coemar_Comet,5,00000000,,,,Coemar Comet
Coemar,Compact,,Coemar_Compact,10,00000000,,,,Coemar Compact
Coemar,Crono,,Coemar_Crono,9,00000000,,,,Coemar Crono
Coemar,CycLED,,Coemar_CycLED,16,00000000,,,,Coemar CycLED
Coemar,CycLEDSC,8ch,Coemar_CycLEDSC_8ch,8,00000000,,,,
Coemar,Digiscan,,Coemar_Digiscan,16,00000000,,,,Coemar Digiscan
Coemar,EVO,,Coemar_EVO,16,00000000,,,,coemar prospot_evo
Coemar,Fiera575,8ch,Coemar_Fiera575_8ch,8,00000000,,,,
Coemar,HTScan,,Coemar_HTScan,16,00000000,,,,Coemar HTScan
Coemar,Inf ACL M,16 Bit Lin,Coemar_Inf ACL M_16 Bit Lin,20,00000000,,,InfiniACLM#540,
Coemar,Inf ACL M,16 Bit PULS,Coemar_Inf ACL M_16 Bit PULS,20,00000000,,,,
Coemar,Inf ACL M,8 Bit Lin,Coemar_Inf ACL M_8 Bit Lin,19,00000000,,,,
Coemar,Inf ACL M,8 Bit PULS,Coemar_Inf ACL M_8 Bit PULS,19,00000000,,,,
Coemar,Inf ACL S,16 Bit Lin,Coemar_Inf ACL S_16 Bit Lin,19,00000000,,,,Coemar Inf ACL S_16 Bit Lin
Coemar,Inf ACL S,16 Bit PULS,Coemar_Inf ACL S_16 Bit PULS,19,00000000,,,,Coemar Inf ACL S_16 Bit PULS
Coemar,Inf ACL S,8 Bit Lin,Coemar_Inf ACL S_8 Bit Lin,18,00000000,,,,Coemar Inf ACL S_8 Bit Lin
Coemar,Inf ACL S,8 Bit PULS,Coemar_Inf ACL S_8 Bit PULS,18,00000000,,,,Coemar Inf ACL S_8 Bit PULS
Coemar,Inf Spot M,16 Bit Lin,Coemar_Inf Spot M_16 Bit Lin,24,00000000,,,InfiniSpotM#540,coemar infinityspotm16
Coemar,Inf Spot M,16 Bit PULS,Coemar_Inf Spot M_16 Bit PULS,24,00000000,,,,Coemar infinityspotm16p
Coemar,Inf Spot M,8 Bit Lin,Coemar_Inf Spot M_8 Bit Lin,23,00000000,,,,Coemar infinityspotm8
Coemar,Inf Spot M,8 Bit PULS,Coemar_Inf Spot M_8 Bit PULS,23,00000000,,,,Coemar infinityspotm8p
Coemar,Inf Spot S,16 Bit Lin,Coemar_Inf Spot S_16 Bit Lin,24,00000000,,,,coemar infinityspots16
Coemar,Inf Spot S,16 Bit PULS,Coemar_Inf Spot S_16 Bit PULS,24,00000000,,,,coemar infinityspots16p
Coemar,Inf Spot S,8 Bit Lin,Coemar_Inf Spot S_8 Bit Lin,23,00000000,,,,coemar infinityspot8
Coemar,Inf Spot S,8 Bit PULS,Coemar_Inf Spot S_8 Bit PULS,23,00000000,,,,coemar infinityspot8p
Coemar,Inf Spot XL,16bit,coemar_Inf Spot XL_16bit,31,00000000,,,,coemar ispotxl-16b
Coemar,Inf Spot XL,8bit,Coemar_Inf Spot XL_8bit,28,00000000,,,,coemar ispotxl-8b
Coemar,Inf Wash M,16bit,Coemar_Inf Wash M_16bit,18,00000000,,,InfiniWashM#540,
Coemar,Inf Wash S,18ch,Coemar_Inf Wash S_18ch,18,00000000,,,,
Coemar,Inf Wash XL,16bit,Coemar_Inf Wash XL_16bit,22,00000000,,,InfiniWashXL#540_STRO,coemar infwashxl
Coemar,iProfileFlex,34ch,Coemar_iProfileFlex_34ch,34,00000000,,,,
Coemar,iSp1200EB,16bit,Coemar_iSp1200EB_16bit,26,00000000,,,,coemar iSpot1200
Coemar,iSp1200EB,8bit,Coemar_iSp1200EB_8bit,24,00000000,,,,coemar iSpot1200-8b
Coemar,iSpot150,16bit,Coemar_iSpot150_16bit,17,00000000,,,,coemar ispot150hi
Coemar,iSpot150,8bit,Coemar_iSpot150_8bit,13,00000000,Coemar,iSpot 150,,Coemar ISpot150
Coemar,ISpot575,Norm,Coemar_ISpot575_Norm,20,00000000,Coemar,iSpot 575,iSpot575#Lin,Coemar ISpot575
Coemar,iSpot575EB,EB,Coemar_iSpot575EB_EB,22,00000000,Coemar,iSpot 575 EB,iSpot575EB#Lin,Coemar ISpot575EB
Coemar,ISpotExtreme,16Bit,Coemar_ISpotExtreme_16Bit,26,00000000,,,,
Coemar,ISpotExtreme,8Bit,Coemar_ISpotExtreme_8Bit,24,00000000,,,,
Coemar,iSpotFlex,,Coemar_iSpotFlex,28,00000000,,,iSpotFlex#,Coemar iSpotFlex
Coemar,iSpotS,16bit,Coemar_iSpotS_16bit,26,00000000,,,,Coemar iSpotS-16b
Coemar,iSpotS,8bi,Coemar_iSpotS_8bi,24,00000000,,,,Coemar iSpotS-8b
Coemar,iSpotX,16bit,Coemar_iSpotX_16bit,26,00000000,,,,Coemar iSpoteXtreme-16b
Coemar,iSpotX,8bit,Coemar_iSpotX_8bit,24,00000000,,,,Coemar iSpoteXtreme-8b
Coemar,IWash Halo,,Coemar_IWash Halo,16,00000000,,,iWashHalo#540,coemar iwashhalo
Coemar,iWash575,EB,Coemar_iWash575_EB,16,00000000,Coemar,iWash 575 EB,iWash575EB#,Coemar Iwash
Coemar,iWash575,MB,Coemar_iWash575_MB,16,00000000,,,,Coemar iWash575MB
Coemar,iWashFlex,,Coemar_iWashFlex,22,00000000,Coemar,iWash Flex,iWashFlex#Clear,Coemar iWashFlex
Coemar,iWashLED,,Coemar_iWashLED,12,00000000,,,iWashLED#540,coemar iWashLed
Coemar,KP12,,Coemar_KP12,9,00000000,,,,Coemar KP12
Coemar,LEDko Profile,12ch,Coemar_LEDko Profile_12ch,12,00000000,,,,
Coemar,LEDko Profile,4ch,Coemar_LEDko Profile_4ch,4,00000000,,,,
Coemar,LEDko Profile,8ch,Coemar_LEDko Profile_8ch,8,00000000,,,,
Coemar,LEDko Profile,VariWhite,Coemar_LEDko Profile_VariWhite,5,00000000,,,,
Coemar,LEDko Profile,White3200K,Coemar_LEDko Profile_White3200K,5,00000000,,,,
Coemar,MiniCyc,,Coemar_MiniCyc,14,00000000,,,,coemar miniCyc
Coemar,MiniU1,Norm,Coemar_MiniU1_Norm,6,00000000,,,,Coemar MiniU1
Coemar,MiniU1,Shut Rev,Coemar_MiniU1_Shut Rev,6,00000000,,,,Coemar MiniU1sr
Coemar,MiniU2,,Coemar_MiniU2,8,00000000,,,,Coemar MiniU2
Coemar,MM1200,DXP,Coemar_MM1200_DXP,13,00000000,,,,Coemar MM1200DXP
Coemar,MM1200,Norm,Coemar_MM1200_Norm,10,00000000,,,,Coemar MM1200
Coemar,MM1200Z,16bit,Coemar_MM1200Z_16bit,20,00000000,,,MM1200_1530#C20T86Gstd,Coemar MM1200Zhi+F104
Coemar,MM1200Z,8bit,Coemar_MM1200Z_8bit,18,00000000,,,MM1200_1530#C20T86Gstd,Coemar MM1200Zhi+F104
Coemar,MM2500,16bit,Coemar_MM2500_16bit,20,00000000,,,MM2500_816#C20T86Gstd,Coemar MM2500hi
Coemar,MM2500,8bit,Coemar_MM2500_8bit,18,00000000,,,,Coemar MM2500
Coemar,MMZ3,16bit,Coemar_MMZ3_16bit,20,00000000,,,,
Coemar,Pan,Norm,Coemar_Pan_Norm,5,00000000,,,,Coemar Pan
Coemar,PanCyc250,,Coemar_PanCyc250,4,00000000,Coemar,Panorama Cyc 250 C,PanoramaCyc250C#,Coemar PanCyc250
Coemar,PanCycPow,,Coemar_PanCycPow,6,00000000,Coemar,Panorama Cyc Power,PanCycPower#,Coemar PanCycPow
Coemar,PaniCyc,,Coemar_PaniCyc,6,00000000,Coemar,iCyc 250,iCyc250#,Coemar PaniCyc
Coemar,PanLED,,Coemar_PanLED,6,00000000,,,,coemar panledrgb
Coemar,PanMscan2,,Coemar_PanMscan2,6,00000000,,,,Coemar PanMscan2
Coemar,PanoPower2,6ch,Coemar_PanoPower2_6ch,6,00000000,,,,
Coemar,panwhite,,Coemar_panwhite,2,00000000,,,,coemar panledwhite
Coemar,ParaWhiteLED,2ch,Coemar_ParaWhiteLED_2ch,2,00000000,,,,coemar panledwhite
Coemar,Parlite,,Coemar_Parlite,6,00000000,,,,coemar parliteled
Coemar,ParLiteVW,4ch,Coemar_ParLiteVW_4ch,4,00000000,,,,
Coemar,PC1000,,Coemar_PC1000,8,00000000,,,,Coemar PC1000
Coemar,PC1200,,Coemar_PC1200,9,00000000,,,,Coemar PC1200
Coemar,ProSpot,,Coemar_ProSpot,16,00000000,,,,Coemar ProSpot
Coemar,ProSpot150,,Coemar_ProSpot150,13,00000000,Coemar,ProSpot 150 LX,ProSpot150LX#,Coemar ProSpot150
Coemar,ProSpot150LX,13ch,Coemar_ProSpot150LX_13ch,13,00000000,Coemar,ProSpot 150 LX,ProSpot150LX#,
Coemar,ProSpot250 LX,16ch,Coemar_ProSpot250 LX_16ch,16,00000000,Coemar,ProSpot 250 LX,ProSPotLX#,
Coemar,ProSpot250Evo,16Bit,Coemar_ProSpot250Evo_16Bit,16,00000000,,,,
Coemar,ProSpot575,Norm,Coemar_ProSpot575_Norm,16,00000000,Coemar,ProSpot 575 LX,ProSpot575LX#Lin,Coemar ProSpot575
Coemar,ProSpot575 LX,,Coemar_ProSpot575 LX,16,00000000,,,,coemar prospot575lx
Coemar,ProSpot575MB,22ch,Coemar_ProSpot575MB_22ch,22,00000000,,,,
Coemar,ProSpotLX,,Coemar_ProSpotLX,16,00000000,Coemar,ProSpot 250 LX,,Coemar ProSpotLX
Coemar,ProSpotLX,8Bit,Coemar_ProSpotLX_8Bit,14,00000000,Coemar,ProSpot 250 LX,,Coemar ProSpotLX
Coemar,ProWash,Norm,Coemar_ProWash_Norm,16,00000000,Coemar,ProWash 250 LX,,Coemar ProWash
Coemar,ProWash250LX,LX,Coemar_ProWash250LX_LX,14,00000000,,,,Coemar ProWash250LX
Coemar,ProWash575,,Coemar_ProWash575,16,00000000,Coemar,ProWash 575 LX,,Coemar ProWash575
Coemar,ProWashLX,,Coemar_ProWashLX,14,00000000,,,ProWashLX#,Coemar ProWashLX
Coemar,RazorLite,6ch,Coemar_RazorLite_6ch,6,00000000,,,,
Coemar,ReflectionLEDko,5ch,Coemar_ReflectionLEDko_5ch,5,00000000,,,,
Coemar,RegoLED,,Coemar_RegoLED,6,00000000,,,,coemar rego
Coemar,Saetta,,Coemar_Saetta,2,00000000,,,,Coemar Saetta
Coemar,StageliteSC,8ch,Coemar_StageliteSC_8ch,8,00000000,,,,
Coemar,StgliteLED,Zone1,Coemar_StgliteLED_Zone1,5,00000000,,,,Coemar StgliteLED_Zone1
Coemar,StgliteLED,Zone2,Coemar_StgliteLED_Zone2,11,00000000,,,,Coemar StgliteLED_Zone2
Coemar,StripLiteRGBW,10ch,Coemar_StripLiteRGBW_10ch,10,00000000,,,,
Coemar,StripLiteRGBW,6ch,Coemar_StripLiteRGBW_6ch,6,00000000,,,,
Coemar,StripRGBW,Zone1,Coemar_StripRGBW_Zone1,5,00000000,,,,Coemar StripRGBW_Zone1
Coemar,StripRGBW,Zone2,Coemar_StripRGBW_Zone2,5,00000000,,,,Coemar StripRGBW_Zone2
Coemar,SuperCyc,,Coemar_SuperCyc,11,00000000,Coemar,SuperCyc 2.4,SuperCyc2_4#,Coemar SuperCyc
Coemar,SuperCyc 2.4,11ch,Coemar_SuperCyc 2.4_11ch,11,00000000,Coemar,SuperCyc 2.4,SuperCyc2_4#,Coemar SuperCyc
Coemar,SuperCycle2,Emul,Coemar_SuperCycle2_Emul,11,00000000,,,,
Coemar,SuperCycle2,Standard,Coemar_SuperCycle2_Standard,12,00000000,,,,
Coemar,Synchro2,,Coemar_Synchro2,3,00000000,,,,Coemar Synchro2
Coemar,TM1200,,Coemar_TM1200,20,00000000,,,,Coemar TM1200
Coemar,TM1200DX,,Coemar_TM1200DX,12,00000000,,,,Coemar TM1200DX
Coemar,TM2500,,Coemar_TM2500,21,00000000,,,MM2500_1530#C20T104Gspec,Coemar TM2500
Coemar,TM4000,,Coemar_TM4000,21,00000000,,,MM4000_816#C20T104Gspec,Coemar TM4000
Coemar,TX360,,Coemar_TX360,10,00000000,,,,Coemar TX360
Coemar,TX360B,,Coemar_TX360B,10,00000000,,,,Coemar TX360B
Coemar,Verscol,,Coemar_Verscol,5,00000000,,,,Coemar Verscol
Coemer,ReflectionFull,12ch,Coemer_ReflectionFull_12ch,12,00000000,,,,
Coemer,ReflectionFull,8ch,Coemer_ReflectionFull_8ch,8,00000000,,,,
Color Imagination,LinearBeam,Mode1Pt1,Color Imagination_LinearBeam_Mode1Pt1,39,00000000,Color Imagination,Linear Beam Pixel F (SI-043F),,
Color Imagination,LinearBeam,Mode1Pt2,Color Imagination_LinearBeam_Mode1Pt2,1,00000000,Color Imagination,Linear Beam Pixel F (SI-043F),,
Color Imagination,LinearBeam,Mode2,Color Imagination_LinearBeam_Mode2,10,00000000,Color Imagination,Linear Beam Pixel F (SI-043F),,
Color Imagination,LinearBeam,Mode3Pt1,Color Imagination_LinearBeam_Mode3Pt1,41,00000000,Color Imagination,Linear Beam Pix F (SI-043F),,
Color Imagination,LinearBeam,Mode3Pt2,Color Imagination_LinearBeam_Mode3Pt2,2,00000000,,,,
Color Imagination,RGB,LTP,Color Imagination_RGB_LTP,3,00000000,,,,
Color Imagination,RGBW,LTP,Color Imagination_RGBW_LTP,4,00000000,,,,
Color Imagination,SI-039,Standard,Color Imagination_SI-039_Standard,12,00000000,,,,
Color Imagination,SI-049F,11ch,Color Imagination_SI-049F_11ch,11,00000000,,,,
Color Imagination,SI-049F,16BitRepeat,Color Imagination_SI-049F_16BitRepeat,11,00000000,,,,
Color Imagination,SI-049F,46ch,Color Imagination_SI-049F_46ch,46,00000000,,,,
Color Imagination,SI-052,8Bit,Color Imagination_SI-052_8Bit,15,00000000,,,,
Color Imagination,SI-053,8Bit,Color Imagination_SI-053_8Bit,12,00000000,,,,
Color Imagination,SI-055,16Bit,Color Imagination_SI-055_16Bit,38,00000000,,,,
Color Imagination,SI-055,8Bit,Color Imagination_SI-055_8Bit,12,00000000,,,,
Color Imagination,SI-055,DE,Color Imagination_SI-055_DE,38,00000000,,,,
Color Imagination,SI016,4ch,Color Imagination_SI016_4ch,4,00000000,,,,
Color Imagination,SI016,9ch,Color Imagination_SI016_9ch,9,00000000,,,,
Color Imagination,SI043,Mode1,Color Imagination_SI043_Mode1,15,00000000,,,,
Color Imagination,SI043,Mode2,Color Imagination_SI043_Mode2,6,00000000,,,,
Color Imagination,SI043F,Mod1,Color Imagination_SI043F_Mode1,41,00000000,,,,
Color Imagination,SI043F,Mod2,Color Imagination_SI043F_Mode2,8,00000000,,,,
Color Kinetics,ColBlastTR,16bit,Color Kinetics_ColBlastTR_16bit,6,00000000,,,,
Color Kinetics,ColBlastTR,8bit,Color Kinetics_ColBlastTR_8bit,3,00000000,,,,
Color Kinetics,ColBlastTRX,NORM 16bit,Color Kinetics_ColBlastTRX_NORM 16bit,10,00000000,,,,
Color Kinetics,ColBlastTRX,NORM 8bit,Color Kinetics_ColBlastTRX_NORM 8bit,5,00000000,,,,
Color Kinetics,ColBlastTRX,RGB 16bit,Color Kinetics_ColBlastTRX_RGB 16bit,6,00000000,,,,
Color Kinetics,ColBlastTRX,RGB 8bit,Color Kinetics_ColBlastTRX_RGB 8bit,3,00000000,,,,
Color Kinetics,ColBlaze,,Color Kinetics_ColBlaze,3,00000000,,,,color kinetics colblaze
Color Kinetics,ColBlaze 48,Mode 1,Color Kinetics_ColBlaze 48_Mode 1,3,00000000,,,,
Color Kinetics,ColBlaze 48,Mode 2,Color Kinetics_ColBlaze 48_Mode 2,6,00000000,,,,colo kinetics colblaze48
Color Kinetics,ColBlaze 48,Mode 4,Color Kinetics_ColBlaze 48_Mode 4,12,00000000,,,,colo kinetics colblaze48
Color Kinetics,ColBlaze 48,Mode A,Color Kinetics_ColBlaze 48_Mode A,24,00000000,,,,colo kinetics colblaze48
Color Kinetics,ColBlaze 72,Mode 1,Color Kinetics_ColBlaze 72_Mode 1,3,00000000,,,,
Color Kinetics,ColBlaze 72,Mode 2,Color Kinetics_ColBlaze 72_Mode 2,6,00000000,,,,
Color Kinetics,ColBlaze 72,Mode 3,Color Kinetics_ColBlaze 72_Mode 3,9,00000000,,,,color kinetics colblaze72
Color Kinetics,ColBlaze 72,Mode 4,Color Kinetics_ColBlaze 72_Mode 4,12,00000000,,,,color kinetics colblaze72
Color Kinetics,ColBlaze 72,Mode 6,Color Kinetics_ColBlaze 72_Mode 6,18,00000000,,,,
