R100 Frost,Frost. Changes ellipsoidal to fresnel beam pattern.,2100,ffffff
R101 Light Frost,Offers softened beam.,2101,ffffff
R102 Light Tough Frost,Changes ellipsoidal into flood or scoop.,2102,ffffff
R103 Tough Frost,Has twin qualities of wide diffusion and warm center.,2103,ffffff
R104 Tough Silk,Creates a slash of light for stretching light along stairs tables cycs etc. Diffuses while maintaining compactness of beam.,2104,ffffff
R105 Tough Spun,Good on scoops for cyc lighting.,2105,ffffff
R106 Light Tough Spun,Removes lens shadows.,2106,ffffff
R111 Tough Rolux,Densest diffusion of the series. Spreads the light almost 1800.,2111,ffffff
R112 Opal Tough Frost,Lighter than 100-103. An excellent diffuser for HMI CID and CSI sources softening the beam slightly while maintaining excellent transmission.,2112,ffffff
R113 Matte Silk,Good for striplights and specials.,2113,ffffff
R114 Hamburg Frost,A very light frost; good on followspots and PAR lamps.,2114,ffffff
R115 Light Tough Rolux,,2115,ffffff
R116 Tough White Diffusion,A range of diffusion materials adapted from cinematography-used for softening the shadow of the beam while maintaining a relatively high color temperature because of the use of ultra-white pigments in the manufacturing process.,2116,ffffff
R117 Tough 1/2 White Diffusion,A range of diffusion materials adapted from cinematography-used for softening the shadow of the beam while maintaining a relatively high color temperature because of the use of ultra-white pigments in the manufacturing process.,2117,ffffff
R118 Tough 1/4 White Diffusion,A range of diffusion materials adapted from cinematography-used for softening the shadow of the beam while maintaining a relatively high color temperature because of the use of ultra-white pigments in the manufacturing process.,2118,ffffff
R119 light Hamburg Frost,Lighter than 114. Recommended for followspots and slight diffuse focus for ellipsoldals.,2119,ffffff
R120 Red Diffusion,Combine a color with Matte Diffusion. Aids in broad even illumination of cycs and drops. (Trans.= 12%).,2120,ff
R121 Blue Diffusion,Combine a color with Matte Diffusion. Aids in broad even illumination of cycs and drops. (Trans.= 8%).,2121,8b0000
R122 Green Diffusion,Combine a color with Matte Diffusion. Aids in broad even illumination of cycs and drops. (Trans.= 13%).,2122,6400
R124 Red Cyc Silk,Combine a color with 104 Tough Silk. (Trans.= 12%).,2124,ff
R125 Blue Cyc Silk,Useful in border and striplights to prevent scalloping; helps illuminate cycs and drops. (Trans.= 8%).,2125,8b0000
R126 Green Cyc Silk,Useful in border and striplights to prevent scalloping; helps illuminate cycs and drops. (Trans.= 13%).,2126,6400
R127 Amber Cyc Silk,A secondary color combined with 104 Tough Silk. (Trans.= 32%).,2127,8cff
R160 Light Tough Silk,Retains the diffusion properties of 104 but with less light loss.,2160,ffffff
R162 Light Opal,A lighter version on the popular 112 Opal Tough Frost.,2162,ffffff
R163 Powder Frost,A good medium cosmetic diffuser.,2163,ffffff
R304 Pale Apricot,A peach amber. More yellow than 305. (Trans.= 79%).,2304,87b8de
R305 Rose Gold,A pale blush amber for skin tones and backlight. (Trans.= 75%).,2305,cbc0ff
R310 Daffodil,A soft medium yellow. Can be used for creating naturalistic effects such as early morning sunlight or for special effects. (Trans.= 82%).,2310,ffff
R312 Canary,Warmer than 10. A bright vibrant yellow that evokes exotic sunlight. Use with caution on skin. (Trans.= 85%).,2312,ffff
R316 Gallo Gold,A pale reddish gold good for creating sunrise or sunset or simulating incandescent light. A flattering naturalistic backlight color. Can be used for warm area lighting. (Trans.= 58%).,2316,d7ff
R317 Apricot,A rosy amber which produces a romantic sunset color. Useful as sidelight or backlight color. (Trans.= 51%).,2317,7aa0ff
R318 Mayan Sun,A medium salmon color which evokes feeling of a tropical island. A good sunset color. Interesting backlight and accent color. Good for warm tonal effects. (Trans.= 52% -0.9s).,2318,8cff
R321 Soft Golden Amber,An amber with some green content. A good sunlight transition color that shows the progression of the sun from white or yellow to amber later in the day. (Trans.= 39% -1.4s).,2321,507ff
R332 Cherry Rose,A tropical pink that is good for musicals or concert lighting. A good backlight color. Interesting accent color. Good for a splash of sunset color. (Trans.= 38%).,2322,008cff
R333 Blush Pink,A pink tint that is excellent for most skin tones. A good color for warm area lighting. Lighter than 33. (Trans.= 71%).,2323,4763ff
R337 True Pink,A cool pink excellent for washes and general illumination. A good follow spot color. A component of early morning sunrise. (Trans.= 55%).,2337,ee82ee
R339 Broadway Pink,A deep saturated pink created for musicals and specials. Excellent for down and backlighting. (Trans.= 15%).,2339,9314ff
R342 Rose Pink,Extremely intense hot pink. Produces strong washes of color for concert and dance. Combined with a complimentary color like turquoise will create a dynamic sculptured effect. (Trans.= 16%).,2342,8515c7
R343 Neon Pink,A bright dark pink excellent for musicals or rock and roll concert lighting. A good color for creating fake neon effects with fluorescent tubes. (Trans.= 33%).,2343,9314ff
R344 Follies Pink,A vibrant almost fluorescent pink with a cool component. Traditionally important as a special effects color in the Broadway musical. Follow spot and dance applications as a modeling color. (Trans.= 21%).,2344,ff00ff
R349 Fisher Fuchsia,A medium fuchsia good for special effects. An interesting backlight or accent color. (Trans.= 11%).,2349,800080
R355 Pale Violet,A cool lavender which acts as a neutral in a three color area lighting system. Will work well as a wash for drops or set pieces. Tones the space. Effective as moonlight shadows. (Trans.= 20%).,2355,db7093
R356 Middle Lavender,A lavender halfway between 52 and 57 in hue and value. Useful for general illumination and side-lighting. (Trans.= 27%).,2356,cc3299
R357 Royal Lavender,A rich lavender which will enhance blue and red costumes and scenic pieces. Excellent for nightime scenes. Rich vivid accents good in backgrounds. (Trans.= 5%).,2357,dda0dd
R358 Rose Indigo,A warm red purple that recalls the Jazz Age. Useful for creating saturated color effects in live performance situations-club and musical group lighting. (Trans.= 10%).,2358,82004b
R359 Medium Violet,Midnight and moonlight illusions. Enforces mysterious mood. Useful for evening cyc wash.,2359,800000
R360 Clearwater,The slightest blue tint. Excellent for eliminating amber shift when lights are running low on a dimmer. Good for cool area light. (Trans.= 52%).,2360,dcdcdc
R362 Tipton Blue,A soft clean blue. Good choice for cool area lighting. Can also be used to shift the amber of lamps running at low dimmer levels. (Trans.= 32%).,2362,face87
R363 Aquamarine,A pale blue-green color. Can be used for area lighting. A soft backlight color. (Trans.= 52%).,2363,face87
R364 Blue Bell,A clean light red blue. Creates naturalistic daylight fill color. Good cool area light. (Trans.= 32%).,2364,cd5a6a
R365 Tharon Delft Blue,"Clean blue with more red than 364. A true color correction filter for film. Converts 3200"">K to 5500"">K. Good for area light. (Trans.= 36%).",2365,ff901e
R367 Slate Blue,Clean medium blue. Good for sky color or moonlight. (Trans.= 20%).,2367,ee687b
R370 Italian Blue,Good to create eerie and mysterious effects. Good for night time water effects. (Trans.= 31%).,2370,aab220
R376 Bermuda Blue,A soothing green blue. More blue than 76. A good conventional moonlight color. Interesting tonal color. (Trans.= 6%).,2376,8b8b00
R378 Alice Blue,A rich clean red blue that warms to lavender when dimmed. (Trans.= 15% -2.7s).,2378,ee687b
R382 Congo Blue,Deep blue more saturated than Roscolux 385. Good for dark night skies or for a backlight color. A great color for rock and roll concert lighting. (Trans.= 56%).,2382,82004b
R383 Sapphire,A deep romantic blue on the red side. (Trans.= 4%).,2383,800000
R385 Royal Blue,Excellent for non-realistic backgrounds. A very saturated blue. Pronounced red content that will shift toward purple when dimmed. Low transmission but will offer a striking contrast when used as a background with lighter accents. (Trans.= 4%).,2385,8b0000
R388 Gaslight Green,A yellow-green similar to the color emitted by gas lighting fixtures. Appropriate for period pieces i.e. La Boheme and useful for creating reflections from fields and meadows. (Trans.= 76%).,2388,2fffad
R389 Chroma Green,Suggests reflected light from dense foliage. A brilliant cyc lighting color which will work for chroma-keying effects in television production. (Trans.= 40%).,2389,7fff00
R395 Teal Green,A medium green-blue which can be used as a mystical special effect color. Also an interesting side or backlight color in concert lighting. (Trans.= 13%).,2395,808000
R397 Pale Grey,A half stop neutral density. (Trans.= 70%).,2397,a9a9a9
